Date,Hour,Horse,Jockey,Position,Distance,Cuidador,Caballeriza,HorseNumber,PistaCondition,BornDate,Sex,Pelaje,Father,Mother,Grandfather,Breeder,HorseWeight,JockeyWeight
21/09/2024,18:30,REE PROMOCIONADA,BASCUÑAN RODRIGO D,5,1000,IONADI JOSE A,STUD DON DIEGO (LP),4,ARENA | NORMAL,27-10-2017,HEMBRA,ZAINO COLORADO,REELANTS,PROMOCIONAL,CASUAL MEETING,MELIPAL,453,57
21/09/2024,18:30,CORONA TACK,ENRIQUE BRIAN R,6,1000,BUXMANN CARLOS A,EL PALMAR (Rº),5,ARENA | NORMAL,22-11-2018,HEMBRA,ZAINO,ART ATTACK,LINDA GET,ART ELIUS,COSTA GRANDE,411,57.1
21/09/2024,18:30,SUPER JANE,ARMOHA LEOPOLDO M,7,1000,NUÑEZ DIEGO J,FLAMINIO Y LUJAN (LP),2,ARENA | NORMAL,23-07-2018,HEMBRA,ZAINO,SUPER SAVER (USA),VENICE JANE,JOHANNESBURG (USA),FIRMAMENTO,478,55
21/09/2024,19:00,SOL SORPRESIVO,CORIA FACUNDO M,1,1000,MONAISER OSCAR H,EL SACRIFICIO (SR),8,ARENA | NORMAL,21-08-2019,MACHO,ZAINO,SOL PLANET,SORPRESA LINDA,ORPEN (USA),CARAMPANGUE,456,57.1
21/09/2024,19:00,WOLFSBURGO,BALMACEDA LAUTARO E,2,1000,TEVEZ WALTER R,CUMENEYEN (LP),11,ARENA | NORMAL,05-07-2019,MACHO,ALAZAN,AP CANDY,WANAMA,FIRE SLAM (USA),CUMENEYEN,499,57
21/09/2024,19:00,FORSAL RAP,PILIERO SERGIO A,3,1000,VARELA JAVIER E,LA FARAONA (LP),1,ARENA | NORMAL,16-09-2019,MACHO,ALAZAN,SALSERO KEY,FORTY RAK,FORTY FABULOSO,EL PIAMONTE,498,57
21/09/2024,19:00,SALVATUS,CARRIZO PABLO D,4,1000,RAMUNDO JORGE A,DON GASPAR (R°),13,ARENA | NORMAL,04-10-2019,MACHO,ALAZAN,DANIEL BOONE (BRZ),SAVAGE NIGHTS,ORPEN (USA),SANTA MARIA DE ARARAS,513,57.7
21/09/2024,19:00,DONE DEAL,ENRIQUE BRIAN R,5,1000,DUSSOL MANUEL P,LAS DOS NADIAS (CDU),6,ARENA | NORMAL,06-08-2019,MACHO,ZAINO,EQUAL STRIPES,DONNA HALO,HALO SUNSHINE (USA),ABOLENGO,485,57
21/09/2024,19:00,WINNING SCAPE,MOREYRA WILSON R,6,1000,GRIMALDI MARTIN L,DUKY,12,ARENA | NORMAL,26-10-2019,MACHO,ALAZAN,CITYSCAPE (GB),PURPLE WAYS,BUDDHA (USA),DUKY,490,57.5
21/09/2024,19:00,LIMONETTO,GONCALVES FRANCISCO LEANDRO,7,1000,RIVERA JULIO E,EL ARROYO,3,ARENA | NORMAL,30-09-2019,MACHO,ZAINO,REMOTE (GB),LIMON Y SAL,EASING ALONG (USA),REALE AGUSTIN,477,57
21/09/2024,19:00,ESTILO PERSONAL,BASCUÑAN RODRIGO D,8,1000,FUMERO DIEGO J,SOY NICO (VT),5,ARENA | NORMAL,21-07-2019,MACHO,ZAINO,FORTIFY (USA),ELIZABETTA,ROMAN RULER (USA),VACACION,522,57
21/09/2024,19:00,TATTOO RICHARD,JURI FABIAN R,9,1000,GONZALEZ EMILIO P,MALUCHI (TDL),2,ARENA | NORMAL,15-09-2019,MACHO,ZAINO DORADILLO,EMPEROR RICHARD,BRISA EMPER,EMPEROR JONES (USA),LAS TRES FLECHAS,476,57
21/09/2024,19:00,SKORONADO,DIESTRA JUAN CRUZ,10,1000,AMADO RAMIRO,EL BUBITO (AZ),4,ARENA | NORMAL,15-08-2019,MACHO,ZAINO,FALLING SKY (USA),AWESOME RIVER (USA),AWESOME AGAIN (CAN),LA VALKIRIA,466,58.5
21/09/2024,19:00,O'NEILL CIRCLE,VILLARRETA NICOLAS A,11,1000,QUIROGA MAXIMILIANO D,LA FAMILIA INGALLS,10,ARENA | NORMAL,07-09-2017,MACHO,ZAINO,LION'S CIRCLE (USA),OH CAMPEONA,EXCHANGE RATE (USA),EL CORAJE BAIGORRIA,467,57
21/09/2024,19:00,MANOLO DANCER,ORTEGA TORRES EDUARDO G,12,1000,DIAZ JUAN PABLO E,LOS AMIGOS (S.FE),7,ARENA | NORMAL,27-08-2019,MACHO,ZAINO,IN THE DARK,CHICHITA DANCER,JOHANNESBURG (USA),HARAS LA SORTIJA SRL,463,57
21/09/2024,19:30,MAXIMA JOHAN,ROA TOMAS V,1,1400,TAVARES LEONARDO F,BUCEFALO,3,ARENA | NORMAL,14-09-2020,HEMBRA,ALAZAN,CURIOSO JOHAN,MUSICAL BOX,NOT FOR SALE,LA CATEDRAL DE PALERMO,470,53.9
21/09/2024,19:30,ISLA PATRULLA,LEYES JEREMIAS,2,1400,GODOY HECTOR RUBEN,ZORAIDA (Rº),1,ARENA | NORMAL,19-07-2020,HEMBRA,ZAINO,IN THE DARK,LA TREMOILLE,SHUTTLE DIPLOMACY (USA),ZORAIDA,481,53.4
21/09/2024,19:30,NEGRAS MANOS,PEREYRA WILLIAM,3,1400,ETCHECHOURY JUAN C (H),RUBIO B,4,ARENA | NORMAL,31-07-2020,HEMBRA,ZAINO,BODEMEISTER (USA),NIVOLA,POTRILLON,LA PASION,490,57
21/09/2024,19:30,MUSIQAA,SINIANI EMILIANO F,4,1400,TADEI EDUARDO C,EL TURF,7,ARENA | NORMAL,05-08-2020,HEMBRA,ZAINO,MUBTAAHIJ (IRE),MERCY ME,EQUAL STRIPES,EL TURF,451,57
21/09/2024,19:30,GOOD FOREVER,GONZALEZ LUCAS F,5,1400,BRITO JULIO O,KA-MI-FRAN (R.IV),6,ARENA | NORMAL,25-08-2020,HEMBRA,ZAINO,LONG ISLAND SOUND (USA),GOOD IS GOOD,EQUAL STRIPES,ABOLENGO,481,53
21/09/2024,19:30,WAN CONVERSADA,ARIAS DANIEL E,6,1400,RAINOLDI RUFINO,O'BRIEN,2,ARENA | NORMAL,24-08-2020,HEMBRA,ZAINO,CONVERSOR,WAN MANI,MANIPULATOR (USA),CORTINES,430,57.3
21/09/2024,19:30,GUERRERA DEL MAR,MONASTEROLO IVAN E,7,1400,FRENKEL SANTILLAN GUILLERMO J,DOÑA PANCHA,5,ARENA | NORMAL,22-07-2020,HEMBRA,ZAINO,SEAHENGE (USA),INCA GUERRERA,ORPEN (USA),VACACION,482,57
21/09/2024,20:00,TRAPISONDERA,CAPRA PABLO A S,1,1200,HERRERA MARTIN G,ROBERTITO (Rº),11,ARENA | NORMAL,25-08-2019,HEMBRA,ZAINO,ENDORSEMENT (USA),DOMIZIA,FOOTSTEPSINTHESAND (GB),GENTILE PEDRO ALEJANDRO,423,53.7
21/09/2024,20:00,LA EVIDENCIA,TORRES MALDONADO WILFRIDO A,2,1200,MAYA GUILLERMO E,AMADO SUEÑO (AZ),3,ARENA | NORMAL,15-10-2019,HEMBRA,ZAINO,MOST IMPROVED (IRE),EVIDENZIARE,EMPEROR RICHARD,FRIZZO JOSE CARLOS Y NICOLA MARCELO,523,53
21/09/2024,20:00,LA JEFA,BASCUÑAN RODRIGO D,3,1200,DOELLO CRISTIAN D,EL DORMILON (GCHU),7,ARENA | NORMAL,22-07-2019,HEMBRA,ALAZAN,ZENSATIONAL (USA),MONADA PRIZE,PURE PRIZE (USA),CAMPOSTRINI VICTOR MARTIN,477,57
21/09/2024,20:00,LA AGRIMENSORA,CABRERA ANIBAL J,4,1200,STAIANO JUAN D,ELISA NELIDA,9,ARENA | NORMAL,18-09-2019,HEMBRA,ZAINO,EL AZOR,VICTORY AND GLORY,HONOUR AND GLORY (USA),FORGUES LUIS GUSTAVO,442,57.7
21/09/2024,20:00,FARAONA IN YOU,GONCALVES FRANCISCO LEANDRO,5,1200,TEDESCHI ALEJANDRO C,NEGRO T (LP),1,ARENA | NORMAL,05-11-2019,HEMBRA,ZAINO,STAR IN YOU,VILMA GIN,GIN RUMMY KING (USA),NEGRO T,510,57
21/09/2024,20:00,PREMIADA SPRING,NORIEGA COBIAN LUCAS J,6,1200,GLADES ARMANDO C,HS LA VIRYINIA (CBA),4,ARENA | NORMAL,29-09-2019,HEMBRA,ZAINO,GREENSPRING (USA),LA PREMIADA,DISTINCT REALITY (USA),LA VIRYINIA,466,57.1
21/09/2024,20:00,REINA DEL AZAR,GUIDA JOAQUIN,7,1200,GRAVO MONTAÑEZ FATIMA E,HARAS DILU,8,ARENA | NORMAL,13-10-2019,HEMBRA,TORDILLO,RECITAL (FR),AZARINA,ROMAN RULER (USA),DILU,429,53.5
21/09/2024,20:00,SUPER CHROME,CARRIZO PABLO D,8,1200,JAIMES IGNACIO,ARBOL VERDE,2,ARENA | NORMAL,20-10-2019,HEMBRA,ZAINO,SUPER SAVER (USA),ROYAL ALLIE,VAL ROYAL (FR),FIRMAMENTO,468,57
21/09/2024,20:00,BAGUETTE SCAT,REYNOSO GUILLERMO S,9,1200,VIAYTES MAGDALENA VERONICA,ABUELITO TABARES (LP),6,ARENA | NORMAL,05-08-2019,HEMBRA,ZAINO,KNOCKOUT (CHI),ROCKETTE,ALRASSAAM (GB),SOLVEYRA EDUARDO ALFREDO,493,55
21/09/2024,20:00,BAJAN CREOLE (USA),BANEGAS KEVIN,10,1200,CAFERE MIGUEL A,LA NORA (SI),5,ARENA | NORMAL,29-03-2020,HEMBRA,ZAINO,INTO MISCHIEF (USA),BARBADIA (USA),SPEIGHTSTOWN (USA),EXTRANJERO,496,57
21/09/2024,20:00,MASTER DONOSA,ALDERETE OSVALDO A,11,1200,CAMPOS DANIEL M,DON LUIS (CBA),10,ARENA | NORMAL,05-08-2018,HEMBRA,ZAINO,MASTER OF HOUNDS (USA),CONAGRA,INTERPRETE,EL PARAISO,534,56
21/09/2024,20:30,EAST ENDER,SALAZAR RAMIRO E,1,1600,ALTEÑO GERARDO N,CHAJARI (GCHU),3,ARENA | NORMAL,29-09-2018,MACHO,ZAINO,IL CAMPIONE (CHI),SILVER HOUSE,HOUSEBUSTER (USA),EL PARAISO,492,54.3
21/09/2024,20:30,BUEN GIORNO,MONASTEROLO IVAN E,2,1600,MONAISER OSCAR H,EL MAITEN (SR),1,ARENA | NORMAL,14-10-2018,MACHO,ZAINO,INCURABLE OPTIMIST (USA),INDIAN WORDS,INTERPRETE,EL PARAISO,484,57
21/09/2024,20:30,BELLACO SONG,FRIAS ROLANDO I,3,1600,ABRALES ALBERTO RAMON (SI),DON CRISTOBAL (MZA),6,ARENA | NORMAL,02-09-2018,MACHO,ZAINO,ALCINDOR (USA),SORPRESIVA KEY,KEY DEPUTY (USA),EL ALFALFAR,511,54.3
21/09/2024,20:30,ESCARAMUZA SCAT,GONZALEZ LUCAS F,4,1600,GUTIERREZ ROBERTO C,4 DE DICIEMBRE (LP),10,ARENA | NORMAL,09-09-2018,HEMBRA,ZAINO,KNOCKOUT (CHI),ALL IN,LUCKY ROBERTO (USA),BAYAKOA,455,51
21/09/2024,20:30,LEAF REWARD,BASCUÑAN RODRIGO D,5,1600,GLADES ARMANDO C,LAS VERTIENTES (R.IV),4,ARENA | NORMAL,17-10-2018,MACHO,ZAINO,GRAND REWARD (USA),LEAF STORM (USA),WOODMAN (USA),FERRO EMILIO JORGE (SUCESION),504,57.4
21/09/2024,20:30,SECONDI,ASERITO MAXIMILIANO,6,1600,GONZALEZ ANTONIO,14 DE JULIO (SI),2,ARENA | NORMAL,13-09-2018,MACHO,ZAINO,CITYSCAPE (GB),SETMEFREE,PURE PRIZE (USA),LA PROVIDENCIA,455,57.5
21/09/2024,20:30,PORTAL DE USASTI,MENDEZ KEVIN E,7,1600,VILLANUEVA VICTOR F,EL TATA VIEJO (LP),8,ARENA | NORMAL,07-09-2017,MACHO,ZAINO,PORTAL DEL ALTO,POTRA DE USASTI,ART MASTER (USA),USASTI,486,55
21/09/2024,20:30,EL MAIKEL,ALLOIS ALEXIS A,8,1600,PATURLANNE FERNANDO G,M Y S (LP),7,ARENA | NORMAL,07-11-2017,MACHO,ZAINO COLORADO,EL GARUFA,NOCHERA MIA,SPECIAL HALO,FERNANDEZ JOSE L.,472,54
21/09/2024,20:30,CALAMACO MIO,GUIDA JOAQUIN,9,1600,MEIROTTI RICARDO A,MARIA CLARA (R.IV),9,ARENA | NORMAL,12-10-2015,MACHO,ALAZAN,COMPASIVO CAT,MI CAUTIVA,BOCA MIO,ALBORADA,478,53.5
21/09/2024,20:30,ULTIMATE GOOD,CARRIZO PABLO D,10,1600,DE ROSE CARLOS C,MI QUERIDO VIEJO PEPE (LP),16,ARENA | NORMAL,13-10-2018,MACHO,ZAINO,EL BUENAZO,CAMILUCHA,HOLT (USA),EL YACARE,452,57
21/09/2024,20:30,BETTER MOISES,GONCALVES FRANCISCO LEANDRO,11,1600,CIMA DANIEL R,LOS CICCA (Rº),5,ARENA | NORMAL,18-09-2018,MACHO,ALAZAN,EL MOISES,ALL BETTER NOW (USA),GRAND SLAM (USA),HARAS BLOODHORSE S. A.,476,57
21/09/2024,20:30,MARE NUBIUM,NORIEGA COBIAN LUCAS J,12,1600,BRITO JULIO O,CLAUDITO (R.IV),14,ARENA | NORMAL,17-09-2017,MACHO,ZAINO,MASTER OF HOUNDS (USA),SAFE BET,SEBI HALO,EL PARAISO,535,57
21/09/2024,20:30,GUETARY,FUENTES ARIEL C,13,1600,ROLDAN JOSE A,DON TOTO (VT),13,ARENA | NORMAL,10-09-2016,MACHO,ALAZAN,EQUAL STRIPES,BASKA HERMOSA,ENGRILLADO,USASTI,526,57.5
21/09/2024,20:30,VEGGIE JOY,PILIERO SERGIO A,14,1600,LOPEZ ALBERTO M,1912 (LP),11,ARENA | NORMAL,15-08-2017,MACHO,ZAINO COLORADO,FORTIFY (USA),SOUTH VERSERA,SOUTHERN HALO (USA),LA BIZNAGA,468,57
21/09/2024,21:00,AIRES DE GLORIA,VILLARRETA NICOLAS A,1,1000,QUIROGA MAXIMILIANO D,LA FAMILIA INGALLS,5,ARENA | NORMAL,04-09-2020,MACHO,ZAINO,ANGIOLO,SAIARDHANA,SEBI HALO,EL PARAISO,553,57.6
21/09/2024,21:00,FIRE CLASS,LEDEZMA IRENEO,2,1000,GALLAY GUILLERMO G,LA TUERCA (CDU),4,ARENA | NORMAL,23-02-2021,MACHO,ZAINO,EMPEROR RICHARD,NINA CLASS,IN CLASS (USA),OJOS AZULES,544,57
21/09/2024,21:00,CATCH THE THUNDER,ENRIQUE BRIAN R,3,1000,ALTEÑO GERARDO N,ROJA PASION (GCHU),7,ARENA | NORMAL,06-09-2020,MACHO,ZAINO,DUBAI THUNDER (GB),CATCH THE BALA,CATCHER IN THE RYE (IRE),HARAS AITUE,515,57.1
21/09/2024,21:00,AZZURRO KEY,CORIA FACUNDO M,4,1000,GARRIDO RICARDO,LOS JAZMINES (NQN),1,ARENA | NORMAL,15-10-2020,MACHO,ALAZAN,KEY DEPUTY (USA),LA TANA CAT,EASING ALONG (USA),EL ALFALFAR,484,57
21/09/2024,21:00,START TO VICTORY,PEREYRA CARLOS O,5,1000,CASSANO MARCELA R,LA MISION (TDL),2,ARENA | NORMAL,07-11-2020,MACHO,ZAINO,DON CHULLO,TECH GIRL,JUMP START (USA),LA CABALLERIZA SA,495,57
21/09/2024,21:00,BACK WITH RISK,ESCUDERO JOAQUIN A,6,1000,BUSTAMANTE VICENTE R,CINTIA Y LOLA (AZ),9,ARENA | NORMAL,12-10-2020,MACHO,ZAINO,SECURITY RISK (USA),ESPALDA CON ESPALDA,MANIPULATOR (USA),CORTINES,531,53
21/09/2024,21:00,AIRE LIBRE,ALDERETE OSVALDO A,7,1000,IOSELLI RICARDO R,ESTANCIA SANTA MARIA (LP),6,ARENA | NORMAL,11-09-2020,MACHO,TORDILLO,HI HAPPY,ANETA,SOUTHERN HALO (USA),VACACION,546,57
21/09/2024,21:00,TAHYI TAROVA,CHAVEZ LUCAS I DE JESUS,8,1000,BARRIONUEVO OSCAR A,PASCUAL (AZ),12,ARENA | NORMAL,21-10-2020,MACHO,ZAINO,STRATEGIC PRINCE (GB),SAND GLASS,BERNSTEIN (USA),ABEGAR SA,424,53
21/09/2024,21:00,GLORIOUS VISION,GONZALEZ LUCAS F,9,1000,PAGANTI PEDRO F,LUNA NUEVA (SR),14,ARENA | NORMAL,10-10-2020,MACHO,ALAZAN,UNIVISION,LOVE IN VAIN (CAN),RAHY (USA),LUNA NUEVA,459,53
21/09/2024,21:00,SAUCE BLANCO,BANEGAS KEVIN,10,1000,PERALTA CESAR M,GONZY (BV),8,ARENA | NORMAL,14-10-2020,MACHO,ZAINO,SEBI HALO,ALTHEANA,ANGIOLO,EL PARAISO,518,57
21/09/2024,21:00,TESORO NACIONAL,GONCALVES FRANCISCO LEANDRO,11,1000,VINARDI OSCAR O,M 7 (AZ),15,ARENA | NORMAL,15-07-2020,MACHO,ZAINO COLORADO,ORPEN (USA),TESORILLA CLASS,IN CLASS (USA),LA MANIJA,530,57
21/09/2024,21:00,WINTER ARROW,MARINHAS ANDREA S,12,1000,MARINHAS JOSE J,ROSE MARIE (LP),11,ARENA | NORMAL,21-08-2020,MACHO,ZAINO,INTERACTION,MAJESTIC ARROW,MAJESTIC WARRIOR (USA),LA MARAVILLA,454,57
21/09/2024,21:00,CHIMENTOS,GIORGIS ABEL L J,13,1000,BARISONE JAVIER H,ZORRO VIEJO (AZ),10,ARENA | NORMAL,18-10-2020,MACHO,ZAINO,MANIPULATOR (USA),QUEENMAMBO,KING'S BEST (USA),DON ARCANGEL,475,57
21/09/2024,21:00,TALENT HORSE,PERALTA JORGE LUIS,14,1000,CORSIGLIA EDUARDO A,BALL SIDER,16,ARENA | NORMAL,06-07-2020,MACHO,ALAZAN,EQUAL TALENT,PICK QUADRO,CIMA DE TRIOMPHE (IRE),DON YAYO,530,57
21/09/2024,21:00,BIGOTE DE ORO,NORIEGA JUAN C,15,1000,VILLA FABRIZIO,EL PASTEURENSE (LP),3,ARENA | NORMAL,25-09-2020,MACHO,ZAINO,ARTERO CAT,NORBERTINHA,LINGOTE DE ORO,FERRO CARLOS ALBERTO,474,57
23/09/2024,13:30,LA MYKONOS,SOSA MIGUEL A O,1,1200,BELLIER CLAUDIA L,HARAS LA VALKIRIA (S.FE),7,ARENA | NORMAL,17-07-2021,HEMBRA,TORDILLO,MASK (USA),CORRE MUCHACHA,EXCHANGE RATE (USA),LA VALKIRIA,473,57
23/09/2024,13:30,NAIMABAD,VALLE MARTIN J,2,1200,MARTIN FERRO ENRIQUE,SANTA INES,4,ARENA | NORMAL,14-08-2021,HEMBRA,ZAINO,IL CAMPIONE (CHI),NANGA PARBAT,MAJESTIC WARRIOR (USA),SANTA INES,480,56
23/09/2024,13:30,WINNIE TE,CORIA FACUNDO M,3,1200,MALDOTTI JUAN S,EL BASTI,2,ARENA | NORMAL,22-08-2021,HEMBRA,ALAZAN,NASHVILLE TEXAN,WINNING CARD,GRAND REWARD (USA),MASAMA,464,56
23/09/2024,13:30,ROSA BENICIA,VILLEGAS ROMINA DEL VALLE,4,1200,DALTO JUAN C,ADORACION DE ANCHORENA (LPT),8,ARENA | NORMAL,19-07-2021,HEMBRA,ZAINO,EL BENICIO,ROSA PAINT,PAINTER,ADORACION DE ANCHORENA,440,54
23/09/2024,13:30,GENTIL TEXANA,CARRIZO PABLO D,5,1200,ROLDAN EDGARDO D,14/22 (S.FCO),1,ARENA | NORMAL,06-10-2021,HEMBRA,ALAZAN,NASHVILLE TEXAN,GENTILHERA,ANDROMEDA'S HERO (USA),MASAMA,424,56.6
23/09/2024,13:30,LA ASTURIANA BLUE,GONZALEZ LUCAS F,6,1200,GOMEZ JORGE C,NUEVO ROSARIO (CBA),3,ARENA | NORMAL,06-10-2021,HEMBRA,ZAINO,LE BLUES,MAJA ASTURIANA,INTERPRETE,HARAS CAÑADA NEGRA S. DE HECHO,448,52
23/09/2024,13:30,FOLCLORISTA,CALVENTE GUSTAVO E,7,1200,CALVENTE HECTOR G,EL BILLY MAN (Rº),5,ARENA | NORMAL,09-10-2021,HEMBRA,ZAINO,MAGICAL TOUCH,MAGICLAND,EL CORREDOR (USA),BERNAGI,476,58
23/09/2024,14:00,JUNGLE MUSIC,GONCALVES FRANCISCO LEANDRO,1,1000,RIVERA JULIO E,MILU Y LOLA (Rº),9,ARENA | NORMAL,01-10-2019,MACHO,ZAINO,BODEMEISTER (USA),JASPEADA,SOUTHERN HALO (USA),AL ADIYAAT ARGENTINA SA,510,57
23/09/2024,14:00,WAR FLASHBACKS,BANEGAS KEVIN,2,1000,DAVID NAHUEL,ESPIRITU ALEGRE (SI),11,ARENA | NORMAL,30-08-2019,MACHO,ALAZAN,SANTILLANO,LA LOCA DE AMOR,LIZARD ISLAND (USA),MAROVI SA,526,57
23/09/2024,14:00,DON GALILEO,FRIAS ROLANDO I,3,1000,DIAZ MIGUEL A,JERBE (CBA),5,ARENA | NORMAL,20-07-2019,MACHO,ZAINO,JOHN F KENNEDY (IRE),DOÑA PEGA,JOHANNESBURG (USA),SAN BENITO,504,57.1
23/09/2024,14:00,STARGLADE,PAOLONI JUAN P,4,1000,FAHLER VICTOR H,EL FARAON (GGUAY),8,ARENA | NORMAL,04-11-2019,MACHO,ZAINO,MONTELU,SANGLADE,BERNSTEIN (USA),RAMA FERNANDEZ SUSANA MARIA,484,57
23/09/2024,14:00,TIRAO Y ANCLAO,GONZALEZ LUCAS F,5,1000,SALVATI NESTOR J,CATATTOO (AZ),2,ARENA | NORMAL,15-07-2019,MACHO,ZAINO,MANIPULATOR (USA),SEPTIMA SINFONIA,CONGRATS (USA),DON ARCANGEL,462,53
23/09/2024,14:00,CAYETANO FIL,ARIAS DANIEL E,6,1000,BRUNO LAUTARO,EL MURMULLO,6,ARENA | NORMAL,07-08-2019,MACHO,TORDILLO,FILOSO EMPEROR,MYSTIC CHAMP,MAD CHAMP,LOS DESAGUES,462,57.4
23/09/2024,14:00,ROSCOSHOW,VAI LUIS F,7,1000,GLADES ARMANDO C,LA CABAÑA (LP),10,ARENA | NORMAL,13-10-2018,MACHO,ZAINO,TREASURE BEACH (GB),ESTRATEGA GENIAL,EQUAL STRIPES,MAROVI SA,554,55.5
23/09/2024,14:00,SOLEIL STAR,BASCUÑAN RODRIGO D,8,1000,GOMEZ MIGUEL ALB,ATILIO VIEJO (AZ),4,ARENA | NORMAL,30-10-2019,MACHO,ZAINO,STAR RUNNER,AMALIA CAT,CHUBASCO CAT (USA),BUZZO ATILIO,468,57
23/09/2024,14:00,GUALICHO VAN,FUENTES ARIEL C,9,1000,ROSSI HORACIO R,LAS 2 HERMANAS (R°),1,ARENA | NORMAL,10-09-2018,MACHO,ZAINO,LAGO NESS,FLAUTA VAN,VAN NISTELROOY (USA),EL CARDENAL,495,57
23/09/2024,14:00,LA BUTA TEX,PERALTA JORGE LUIS,10,1000,MARTINEZ ADRIAN O,DON RUFINO (TDL),3,ARENA | NORMAL,10-10-2019,HEMBRA,ZAINO,NASHVILLE TEXAN,LA BUTAQUERA,THE LEOPARD (USA),MASAMA,464,55
23/09/2024,14:30,MY SONG,SINIANI EMILIANO F,1,1400,BERNS MARIO A,TIARA (VT),4,ARENA | NORMAL,18-07-2019,HEMBRA,ALAZAN,GALICADO,MY MISSION,EQUAL STRIPES,EL TURF,445,57
23/09/2024,14:30,MAGICA EDITION,FUENTES ARIEL C,2,1400,URIEN ALEJANDRA,NARANJA VERDE (SI),7,ARENA | NORMAL,04-09-2019,HEMBRA,ZAINO,EQUAL EDITION,POR MAGICA,DOLPHY,MARLETTA LEANDRO GUIDO DE LA CRUZ,461,57.1
23/09/2024,14:30,CHE PAYASA,BASCUÑAN RODRIGO D,3,1400,USSICH CARLOS,ELECTRO WIVER (LP),5,ARENA | NORMAL,16-08-2018,HEMBRA,ZAINO,MANIPULATOR (USA),FOX HUNTRESS,CANDY STRIPES (USA),LOSINNO PATRICIO FRANCISCO,492,56
23/09/2024,14:30,LUNA LIBRIANA,ALLOIS ALEXIS A,4,1400,TABORDA RAUL O,MI ESPERANZA (GGUAY),3,ARENA | NORMAL,23-10-2018,HEMBRA,ALAZAN,E DUBAI (USA),PERCANTA HUSSON,HUSSON,AON GUSTAVO OSCAR,431,53
23/09/2024,14:30,JORGELINA,ALZAMENDI ROBERTO N,5,1400,DAVILA OSVALDO D,DON TOTO (VT),9,ARENA | NORMAL,19-11-2019,HEMBRA,ZAINO,VALID STRIPES,ELEGIDA SALE,MANIPULATOR (USA),GENES RICARDO HORACIO,442,57
23/09/2024,14:30,REINA DEL FLOW,VALDEZ AGUSTINA B,6,1400,TABORDA RAUL O,EL NARANJERO (GGUAY),2,ARENA | NORMAL,12-09-2019,HEMBRA,ALAZAN,VALID STRIPES,ESMERADA NISTEL,VAN NISTELROOY (USA),DON YAYO,416,54
23/09/2024,14:30,PURPURINA DUBAI,TORRES MALDONADO WILFRIDO A,7,1400,VIOLA JOSE C,LUCIA Y MARIA (LP),8,ARENA | NORMAL,04-09-2019,HEMBRA,ZAINO,E DUBAI (USA),PURPURA ORO,ORPEN (USA),LA NORA,444,53
23/09/2024,14:30,CHE SOBRADORA,GONZALEZ LUCAS F,8,1400,GLADES ARMANDO C,AR-MAR (R.IV),1,ARENA | NORMAL,25-07-2019,HEMBRA,ZAINO,VASTAGO SALVAJE,CHE SUSANA,CATCHER IN THE RYE (IRE),LOSINNO PATRICIO FRANCISCO,510,53
23/09/2024,14:30,CHART CITY,PILIERO SERGIO A,9,1400,GRIMALDI MARTIN L,DUKY,6,ARENA | NORMAL,28-08-2019,HEMBRA,ALAZAN,CITYSCAPE (GB),POLLARD'S CHARITY,POLLARD'S VISION (USA),DUKY,480,57
23/09/2024,15:00,VIDA ROMANA,ENRIQUE BRIAN R,1,1000,CAREZZANA MARTIN E,VIR-MAR (R.IV),11,ARENA | NORMAL,23-11-2020,HEMBRA,ZAINO,QUE VIDA BUENA,ROMANA EMPEROR,EMPEROR RICHARD,GARETTO EMANUEL,480,57
23/09/2024,15:00,MARRELLA,GUIDA JOAQUIN,2,1000,BERNS MARIO A,TIARA (VT),13,ARENA | NORMAL,29-07-2020,HEMBRA,ZAINO,WINNING PRIZE,MASTRETTA,EQUAL STRIPES,EL TURF,467,53.4
23/09/2024,15:00,FANTASTIC BOMB,ROMAY ABEL I,3,1000,PEREZ MARCOS,CAMPITELLO,1,ARENA | NORMAL,13-08-2020,HEMBRA,ZAINO,HIT IT A BOMB (USA),FANTASTIC RYE,CATCHER IN THE RYE (IRE),FIRMAMENTO,436,57.4
23/09/2024,15:00,QUIET INES,BORDA GONZALO D,4,1000,FALERO MORIS PABLO D,DOÑA CUCA (LP),8,ARENA | NORMAL,03-09-2020,HEMBRA,ZAINO COLORADO,QUIET BRAZILIAN,INESA,DYNAMIX (USA),ESPONDA MANUEL JORGE,438,57
23/09/2024,15:00,BASKA FERMINA,CORIA FACUNDO M,5,1000,FERRERO CARLOS L,LA CANCHITA (SR),6,ARENA | NORMAL,26-10-2020,HEMBRA,ZAINO,DADO VUELTA,GORBEA,ENGRILLADO,GARMENDIA ALFREDO ANTÓNIO,532,57
23/09/2024,15:00,FRUIT VISION,GONCALVES FRANCISCO LEANDRO,6,1000,DULOM MELANIA,PMY (AZ),9,ARENA | NORMAL,26-09-2020,HEMBRA,ZAINO,UNIVISION,KISS FRUIT,CATSKILL (USA),LUNA NUEVA,443,57
23/09/2024,15:00,MUÑECA TEXANA,VELAZQUEZ CRISTIAN E,7,1000,ZAPICO CESAR O,EL 29 (TDL),4,ARENA | NORMAL,17-09-2020,HEMBRA,ZAINO,NASHVILLE TEXAN,LUKY ART,ART MASTER (USA),BARBERO JOSE LUIS,434,57
